inference_time (millisec),conf_scores,class_names,bboxes
0.018754243850708008,"[88, 86, 84, 83, 82, 81]","['person', 'person', 'person', 'person', 'person', 'person']","[[82, 160, 130, 267], [411, 91, 463, 292], [532, 153, 566, 258], [127, 132, 162, 275], [564, 165, 593, 244], [617, 139, 639, 265]]"
0.01850724220275879,"[89, 88, 85, 83, 83, 82]","['person', 'person', 'person', 'person', 'person', 'person']","[[85, 160, 132, 267], [357, 126, 423, 284], [405, 91, 460, 291], [128, 132, 169, 274], [615, 139, 639, 265], [532, 153, 564, 258]]"
0.02039480209350586,"[88, 87, 86, 84, 84, 82, 81]","['person', 'person', 'person', 'person', 'person', 'person', 'person']","[[354, 126, 409, 284], [87, 160, 134, 267], [399, 90, 457, 291], [130, 133, 177, 274], [611, 139, 639, 264], [530, 152, 562, 258], [564, 165, 593, 244]]"
0.021022558212280273,"[90, 88, 86, 86, 83, 83]","['person', 'person', 'person', 'person', 'person', 'person']","[[349, 125, 406, 284], [131, 133, 183, 274], [391, 93, 456, 291], [95, 159, 137, 267], [529, 152, 560, 258], [609, 139, 639, 265]]"
0.019806385040283203,"[88, 86, 83, 81]","['person', 'person', 'person', 'person']","[[131, 133, 188, 274], [103, 158, 139, 266], [565, 164, 594, 244], [528, 152, 560, 258]]"
0.018904685974121094,"[87, 87, 82, 81]","['person', 'person', 'person', 'person']","[[362, 92, 456, 292], [131, 134, 188, 274], [112, 158, 143, 265], [566, 164, 596, 244]]"
0.020091772079467773,"[89, 89, 86, 82]","['person', 'person', 'person', 'person']","[[358, 93, 456, 293], [132, 135, 190, 275], [337, 125, 397, 271], [566, 164, 598, 244]]"
0.020000696182250977,"[89, 88, 87, 82]","['person', 'person', 'person', 'person']","[[132, 133, 191, 275], [333, 126, 393, 284], [361, 93, 455, 293], [523, 151, 553, 258]]"
0.01956629753112793,"[89, 88, 85, 84, 81]","['person', 'person', 'person', 'person', 'person']","[[356, 94, 453, 292], [133, 132, 191, 275], [329, 126, 389, 282], [516, 151, 553, 258], [567, 164, 599, 245]]"
0.0202329158782959,"[90, 84, 81]","['person', 'person', 'person']","[[355, 93, 452, 293], [135, 132, 190, 275], [325, 127, 396, 283]]"
0.020000457763671875,"[90, 84, 81]","['person', 'person', 'person']","[[355, 94, 451, 293], [137, 132, 190, 275], [321, 128, 381, 282]]"
0.019972801208496094,"[88, 84, 81]","['person', 'person', 'person']","[[354, 93, 447, 292], [501, 152, 552, 258], [140, 131, 190, 275]]"
0.019408464431762695,"[88, 85]","['person', 'person']","[[355, 93, 437, 293], [498, 152, 551, 258]]"
0.018593311309814453,"[88, 83, 82]","['person', 'person', 'person']","[[355, 92, 426, 293], [497, 152, 551, 259], [612, 118, 639, 276]]"
0.018999338150024414,"[86, 86, 85, 84]","['person', 'person', 'person', 'person']","[[307, 129, 364, 285], [353, 91, 416, 291], [496, 153, 551, 259], [609, 118, 639, 276]]"
0.01983642578125,"[89, 86, 86, 85]","['person', 'person', 'person', 'person']","[[303, 128, 360, 284], [349, 91, 403, 292], [496, 153, 551, 259], [606, 118, 639, 276]]"
0.019062280654907227,"[89, 86, 86, 85]","['person', 'person', 'person', 'person']","[[300, 127, 355, 284], [496, 153, 551, 259], [344, 90, 393, 292], [604, 118, 639, 276]]"
0.01899886131286621,"[87, 87, 85, 85]","['person', 'person', 'person', 'person']","[[337, 90, 390, 295], [296, 127, 350, 284], [496, 152, 550, 259], [599, 118, 639, 276]]"
0.01971292495727539,"[87, 85, 84, 84]","['person', 'person', 'person', 'person']","[[323, 91, 388, 296], [592, 119, 639, 276], [164, 130, 213, 274], [496, 152, 549, 259]]"
0.019622325897216797,"[87, 87, 86, 85]","['person', 'person', 'person', 'person']","[[584, 119, 639, 277], [305, 91, 388, 294], [165, 130, 221, 274], [496, 152, 546, 259]]"
0.019506454467773438,"[88, 87, 85, 85]","['person', 'person', 'person', 'person']","[[167, 131, 227, 274], [295, 92, 388, 294], [496, 152, 544, 259], [580, 119, 639, 277]]"
0.019964933395385742,"[88, 87, 86, 81]","['person', 'person', 'person', 'person']","[[291, 92, 388, 296], [168, 130, 224, 274], [573, 120, 639, 277], [496, 152, 539, 259]]"
0.018736600875854492,"[87, 81, 81]","['person', 'person', 'person']","[[168, 131, 221, 275], [291, 92, 388, 297], [276, 126, 331, 285]]"
0.01920032501220703,"[88, 87, 85, 84]","['person', 'person', 'person', 'person']","[[289, 92, 387, 298], [563, 122, 639, 278], [272, 127, 326, 286], [169, 132, 226, 277]]"
0.01900029182434082,"[89, 87, 85, 83]","['person', 'person', 'person', 'person']","[[287, 91, 386, 299], [169, 132, 225, 287], [560, 122, 639, 277], [491, 152, 523, 259]]"
0.019693851470947266,"[88, 88, 87]","['person', 'person', 'person']","[[287, 90, 382, 299], [170, 131, 225, 286], [558, 123, 639, 278]]"
0.019746780395507812,"[87, 87, 85, 83]","['person', 'person', 'person', 'person']","[[173, 131, 226, 276], [287, 89, 376, 299], [557, 122, 638, 277], [487, 152, 518, 260]]"
0.0200808048248291,"[86, 86, 83]","['person', 'person', 'person']","[[558, 122, 632, 278], [287, 89, 367, 299], [486, 152, 517, 260]]"
0.020004749298095703,"[88, 88, 85, 83, 83]","['person', 'person', 'person', 'person', 'person']","[[252, 128, 305, 286], [288, 88, 356, 299], [482, 152, 516, 259], [182, 131, 231, 281], [556, 122, 627, 277]]"
0.020676851272583008,"[87, 85, 84, 83, 81]","['person', 'person', 'person', 'person', 'person']","[[248, 127, 300, 286], [475, 152, 516, 259], [287, 88, 342, 298], [556, 122, 620, 276], [528, 171, 557, 247]]"
0.01934218406677246,"[88, 86, 85, 84, 82]","['person', 'person', 'person', 'person', 'person']","[[470, 153, 516, 259], [244, 126, 296, 286], [555, 122, 611, 276], [286, 88, 328, 296], [367, 159, 410, 252]]"
0.019472360610961914,"[87, 87, 86, 84]","['person', 'person', 'person', 'person']","[[466, 153, 516, 259], [280, 89, 325, 297], [240, 126, 293, 285], [554, 122, 606, 277]]"
0.019770383834838867,"[87, 85, 83, 82]","['person', 'person', 'person', 'person']","[[465, 153, 516, 260], [267, 89, 322, 298], [234, 124, 287, 288], [550, 121, 602, 276]]"
0.019665956497192383,"[87, 81]","['person', 'person']","[[463, 153, 516, 260], [547, 122, 601, 279]]"
0.01900339126586914,"[87, 86]","['person', 'person']","[[463, 153, 516, 260], [544, 121, 592, 279]]"
0.019713640213012695,"[89, 89, 83]","['person', 'person', 'person']","[[225, 92, 320, 298], [462, 153, 516, 261], [534, 121, 589, 278]]"
0.018778562545776367,"[90, 88, 85]","['person', 'person', 'person']","[[223, 93, 321, 298], [462, 153, 515, 261], [526, 121, 587, 278]]"
0.019402265548706055,"[92, 88, 86]","['person', 'person', 'person']","[[220, 94, 320, 298], [462, 152, 512, 261], [522, 121, 585, 278]]"
0.018999814987182617,"[91, 89]","['person', 'person']","[[219, 94, 319, 298], [462, 152, 510, 260]]"
0.01971149444580078,"[89, 86]","['person', 'person']","[[216, 94, 317, 299], [461, 152, 505, 261]]"
0.019559621810913086,"[86, 82]","['person', 'person']","[[461, 152, 502, 261], [208, 95, 313, 298]]"
0.018619537353515625,"[84, 83]","['person', 'person']","[[459, 152, 496, 261], [512, 121, 566, 279]]"
0.019782066345214844,"[82, 81]","['person', 'person']","[[514, 120, 573, 280], [457, 152, 491, 260]]"
0.02006053924560547,[84],['person'],"[[455, 152, 485, 260]]"
0.01900029182434082,"[86, 86, 85]","['person', 'person', 'person']","[[184, 93, 266, 296], [512, 118, 558, 280], [454, 152, 484, 260]]"
0.020589590072631836,"[85, 84]","['person', 'person']","[[511, 117, 555, 280], [450, 152, 482, 260]]"
0.020333051681518555,"[87, 85, 84]","['person', 'person', 'person']","[[178, 92, 252, 299], [508, 117, 552, 282], [447, 153, 481, 260]]"
0.025005817413330078,"[86, 85]","['person', 'person']","[[440, 152, 481, 260], [506, 117, 548, 281]]"
0.018587827682495117,"[88, 85, 81]","['person', 'person', 'person']","[[433, 153, 481, 260], [503, 117, 545, 282], [164, 92, 250, 297]]"
