inference_time (millisec),conf_scores,class_names,bboxes
153.17177772521973,[90],['person'],"[[480, 153, 516, 270]]"
155.64322471618652,"[90, 80]","['person', 'person']","[[483, 153, 518, 268], [109, 170, 139, 270]]"
147.46499061584473,"[96, 83]","['person', 'person']","[[100, 167, 137, 273], [487, 152, 522, 264]]"
153.33223342895508,"[98, 91, 83]","['person', 'person', 'person']","[[95, 166, 133, 271], [431, 136, 482, 275], [299, 136, 351, 281]]"
157.26923942565918,"[94, 93, 82]","['person', 'person', 'person']","[[95, 167, 130, 270], [432, 136, 483, 275], [298, 137, 349, 283]]"
177.25324630737305,"[93, 92, 82]","['person', 'person', 'person']","[[435, 136, 485, 274], [90, 168, 128, 270], [497, 152, 538, 267]]"
157.47785568237305,"[96, 89, 89]","['person', 'person', 'person']","[[499, 152, 541, 266], [87, 168, 127, 270], [436, 137, 486, 274]]"
176.8662929534912,"[99, 86, 81]","['person', 'person', 'person']","[[501, 152, 549, 264], [434, 139, 490, 271], [380, 176, 417, 261]]"
167.4630641937256,"[99, 84]","['person', 'person']","[[506, 152, 554, 263], [379, 176, 414, 260]]"
194.28539276123047,[100],['person'],"[[507, 152, 558, 264]]"
152.9092788696289,[100],['person'],"[[510, 152, 559, 265]]"
153.245210647583,[99],['person'],"[[515, 152, 559, 266]]"
154.9689769744873,"[96, 82]","['person', 'person']","[[520, 153, 559, 265], [75, 166, 105, 266]]"
157.47404098510742,"[88, 81]","['person', 'person']","[[72, 166, 103, 265], [100, 207, 147, 282]]"
155.46083450317383,[85],['person'],"[[71, 167, 102, 265]]"
181.365966796875,"[95, 92, 83]","['person', 'person', 'person']","[[65, 167, 98, 270], [532, 149, 575, 265], [468, 134, 515, 275]]"
164.8259162902832,"[98, 97, 87]","['person', 'person', 'person']","[[535, 150, 579, 266], [55, 165, 96, 271], [472, 133, 516, 274]]"
148.41032028198242,"[100, 90, 87]","['person', 'person', 'person']","[[537, 150, 587, 263], [53, 167, 93, 268], [471, 133, 516, 271]]"
156.54850006103516,"[100, 90, 87]","['person', 'person', 'person']","[[540, 150, 594, 262], [55, 167, 94, 269], [471, 135, 517, 272]]"
157.20701217651367,"[100, 88, 84]","['person', 'person', 'person']","[[542, 151, 598, 261], [56, 168, 93, 269], [472, 135, 517, 270]]"
158.67137908935547,[99],['person'],"[[542, 150, 599, 260]]"
163.2082462310791,[99],['person'],"[[546, 149, 598, 261]]"
197.6182460784912,[94],['person'],"[[552, 149, 597, 264]]"
159.29245948791504,[87],['person'],"[[227, 139, 284, 283]]"
144.96207237243652,"[93, 83]","['person', 'person']","[[224, 140, 281, 282], [564, 146, 604, 264]]"
145.39861679077148,"[96, 86]","['person', 'person']","[[569, 147, 607, 264], [222, 140, 277, 287]]"
154.2198657989502,"[98, 82]","['person', 'person']","[[572, 149, 611, 264], [37, 170, 66, 265]]"
155.7161808013916,"[99, 90]","['person', 'person']","[[574, 146, 615, 265], [30, 169, 63, 266]]"
162.4441146850586,"[100, 90]","['person', 'person']","[[576, 146, 624, 260], [21, 169, 61, 269]]"
161.0119342803955,[100],['person'],"[[578, 149, 630, 259]]"
