inference_time,conf_scores,class_names,bboxes
3.2036690711975098,"[100, 100, 100, 100, 100, 99, 99, 98, 92, 91, 88, 87]","['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'suitcase', 'person', 'person', 'handbag']","[[173, 134, 225, 282], [295, 95, 377, 300], [489, 154, 520, 264], [566, 123, 628, 279], [532, 175, 563, 253], [262, 126, 320, 293], [423, 188, 459, 267], [376, 162, 426, 221], [608, 213, 639, 274], [131, 212, 153, 236], [557, 149, 585, 277], [255, 214, 281, 272]]"
3.6879396438598633,"[100, 100, 100, 100, 100, 100, 99, 98, 94, 91, 91, 89, 80]","['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'handbag', 'person', 'suitcase', 'person']","[[176, 132, 227, 281], [258, 130, 320, 295], [298, 91, 369, 296], [489, 155, 518, 266], [565, 124, 627, 281], [531, 173, 561, 254], [425, 188, 457, 266], [373, 162, 425, 215], [132, 212, 153, 236], [253, 215, 275, 269], [555, 144, 587, 277], [606, 222, 639, 274], [512, 202, 532, 253]]"
2.8630335330963135,"[100, 100, 100, 100, 100, 100, 99, 96, 95, 88, 88, 85, 82]","['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'motorcycle', 'person', 'person', 'suitcase']","[[486, 154, 517, 266], [295, 96, 361, 297], [559, 125, 623, 282], [255, 126, 315, 297], [421, 188, 456, 266], [184, 131, 227, 286], [530, 173, 560, 254], [370, 162, 422, 223], [131, 211, 153, 236], [188, 203, 274, 294], [554, 146, 583, 275], [182, 188, 193, 217], [604, 218, 640, 268]]"
2.858288049697876,"[100, 100, 100, 100, 100, 100, 99, 98, 95, 91, 87, 84]","['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'handbag', 'person']","[[555, 124, 615, 282], [290, 92, 346, 303], [420, 188, 456, 265], [190, 132, 229, 280], [483, 153, 516, 266], [253, 128, 312, 293], [529, 172, 559, 254], [370, 162, 419, 247], [131, 211, 153, 236], [182, 189, 197, 219], [245, 219, 269, 269], [552, 137, 582, 279]]"
3.2990667819976807,"[100, 100, 100, 99, 99, 99, 99, 98, 97, 94, 85]","['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'handbag']","[[553, 123, 614, 282], [474, 153, 517, 267], [284, 95, 342, 301], [528, 172, 558, 255], [420, 189, 453, 265], [248, 120, 304, 298], [194, 133, 232, 270], [368, 164, 415, 220], [182, 189, 195, 219], [131, 211, 153, 236], [240, 222, 265, 269]]"
5.005490303039551,"[100, 100, 100, 100, 100, 99, 98, 98, 95, 95, 83]","['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'handbag']","[[554, 125, 612, 281], [184, 132, 244, 290], [283, 90, 331, 303], [470, 154, 514, 266], [243, 123, 301, 297], [527, 172, 556, 254], [417, 191, 454, 266], [366, 163, 410, 214], [131, 211, 153, 236], [181, 188, 195, 219], [235, 229, 261, 270]]"
3.668020009994507,"[100, 100, 100, 100, 99, 99, 98, 95, 95, 89, 88, 83, 80]","['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'handbag', 'person', 'suitcase', 'skateboard']","[[552, 126, 607, 283], [273, 98, 325, 298], [467, 155, 513, 265], [182, 132, 241, 289], [525, 174, 551, 252], [236, 125, 296, 287], [365, 163, 407, 229], [131, 211, 153, 236], [183, 189, 196, 220], [232, 229, 258, 271], [505, 204, 526, 253], [588, 203, 630, 271], [177, 277, 240, 293]]"
4.174646377563477,"[100, 100, 100, 99, 99, 99, 99, 95, 94, 93, 86, 81]","['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'handbag', 'skateboard']","[[549, 124, 604, 281], [267, 99, 322, 300], [467, 155, 515, 266], [363, 162, 407, 258], [525, 172, 549, 254], [234, 124, 290, 290], [181, 133, 245, 287], [131, 211, 153, 236], [408, 187, 451, 265], [182, 189, 196, 220], [226, 222, 253, 270], [177, 278, 232, 292]]"
4.042705774307251,"[100, 100, 100, 99, 98, 97, 97, 96, 96, 95, 93, 91, 85, 81]","['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'skateboard', 'handbag', 'person', 'person']","[[256, 91, 321, 301], [548, 126, 604, 283], [467, 154, 514, 267], [411, 189, 449, 266], [523, 174, 546, 253], [359, 163, 399, 237], [233, 119, 295, 294], [183, 189, 196, 220], [131, 211, 153, 236], [187, 132, 248, 287], [164, 277, 236, 292], [578, 185, 621, 269], [206, 134, 244, 250], [506, 203, 525, 253]]"
4.018656015396118,"[100, 100, 99, 99, 99, 99, 97, 96, 96, 95, 93, 87, 84]","['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'skateboard']","[[543, 125, 598, 283], [466, 154, 510, 268], [254, 97, 319, 299], [357, 161, 398, 259], [209, 133, 246, 218], [405, 189, 444, 266], [183, 189, 196, 219], [522, 173, 547, 253], [239, 127, 279, 261], [131, 211, 153, 236], [164, 191, 244, 291], [505, 204, 524, 253], [160, 276, 235, 292]]"
4.612569808959961,"[100, 100, 100, 99, 99, 98, 98, 96, 94, 94, 93, 91]","['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person']","[[249, 95, 321, 301], [465, 155, 506, 269], [538, 124, 598, 283], [355, 161, 395, 254], [404, 188, 441, 265], [213, 133, 254, 279], [183, 188, 196, 219], [241, 127, 275, 276], [131, 211, 153, 236], [157, 144, 255, 289], [522, 172, 548, 253], [504, 205, 523, 253]]"
4.715290784835815,"[100, 100, 100, 100, 99, 98, 97, 96, 93, 93, 87, 85]","['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person']","[[240, 94, 322, 304], [466, 154, 504, 267], [531, 121, 597, 284], [393, 188, 439, 267], [352, 160, 393, 260], [183, 188, 196, 218], [228, 130, 272, 286], [213, 132, 248, 272], [504, 207, 522, 253], [131, 211, 153, 236], [154, 135, 261, 290], [521, 172, 548, 253]]"
4.30143666267395,"[100, 100, 100, 99, 98, 97, 96, 96, 92, 92, 92, 88, 83]","['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person']","[[465, 154, 498, 266], [224, 94, 320, 304], [393, 187, 436, 267], [530, 124, 586, 284], [350, 164, 390, 246], [217, 113, 280, 296], [183, 188, 196, 217], [502, 207, 522, 253], [150, 208, 223, 289], [131, 211, 153, 236], [216, 133, 253, 280], [520, 163, 555, 277], [572, 164, 602, 274]]"
3.3594493865966797,"[100, 100, 100, 99, 97, 97, 97, 96, 95, 92, 85, 84]","['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person']","[[464, 154, 500, 267], [221, 99, 314, 302], [398, 187, 434, 265], [522, 122, 582, 284], [573, 163, 601, 248], [346, 162, 388, 258], [216, 128, 257, 291], [183, 188, 196, 217], [501, 207, 521, 253], [131, 212, 153, 236], [575, 163, 602, 208], [516, 165, 552, 275]]"
3.0048952102661133,"[100, 100, 100, 100, 99, 98, 97, 95, 94, 92, 91, 88]","['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person']","[[225, 98, 313, 302], [461, 154, 497, 267], [571, 163, 601, 257], [514, 121, 578, 283], [391, 187, 432, 264], [345, 162, 383, 252], [184, 188, 197, 220], [210, 109, 268, 296], [499, 205, 518, 253], [138, 205, 222, 291], [130, 212, 153, 235], [509, 158, 549, 277]]"
2.5099010467529297,"[100, 100, 100, 100, 100, 98, 96, 94, 90, 88, 87, 86]","['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'suitcase', 'person']","[[459, 154, 495, 267], [570, 163, 600, 254], [390, 187, 431, 266], [512, 125, 573, 285], [219, 100, 309, 301], [342, 163, 379, 241], [184, 188, 197, 211], [137, 202, 207, 291], [130, 212, 153, 236], [203, 133, 250, 278], [552, 220, 583, 279], [499, 205, 515, 252]]"
3.142875909805298,"[100, 100, 100, 100, 99, 99, 98, 97, 93, 88, 80]","['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'suitcase', 'person', 'handbag']","[[510, 122, 567, 283], [458, 154, 495, 267], [199, 101, 298, 302], [571, 163, 600, 253], [393, 189, 432, 267], [133, 213, 203, 293], [341, 161, 377, 247], [185, 188, 197, 210], [549, 212, 578, 281], [130, 212, 153, 236], [189, 225, 215, 270]]"
3.8033010959625244,"[100, 100, 100, 100, 98, 97, 97, 82]","['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person']","[[455, 155, 489, 264], [570, 163, 599, 255], [510, 123, 565, 285], [202, 100, 282, 301], [389, 189, 427, 268], [337, 162, 374, 252], [122, 207, 205, 293], [498, 205, 515, 253]]"
4.186522960662842,"[100, 100, 100, 100, 99, 98, 97, 95, 90, 89, 83, 81]","['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'handbag', 'person', 'suitcase', 'person']","[[512, 119, 564, 285], [454, 155, 487, 266], [188, 100, 273, 303], [570, 164, 600, 254], [385, 188, 427, 268], [120, 207, 190, 294], [336, 163, 371, 224], [257, 163, 276, 272], [181, 221, 206, 271], [497, 203, 513, 253], [537, 220, 567, 279], [131, 212, 153, 239]]"
3.3999664783477783,"[100, 100, 100, 99, 99, 98, 98, 96, 95, 92, 84]","['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'suitcase']","[[510, 118, 559, 286], [185, 94, 272, 304], [452, 155, 484, 265], [569, 166, 599, 254], [383, 189, 424, 269], [116, 207, 190, 294], [334, 162, 369, 258], [496, 205, 512, 253], [258, 165, 281, 268], [130, 211, 153, 236], [540, 234, 564, 277]]"
4.682522773742676,"[100, 100, 100, 99, 99, 98, 97, 96, 95, 93, 88, 83, 80]","['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'handbag']","[[451, 154, 482, 267], [507, 119, 556, 286], [192, 95, 265, 304], [568, 165, 598, 253], [380, 187, 420, 267], [329, 162, 365, 257], [113, 207, 189, 291], [495, 205, 511, 253], [255, 140, 281, 276], [264, 162, 281, 263], [131, 212, 153, 238], [180, 188, 198, 219], [172, 218, 198, 272]]"
4.556218862533569,"[100, 100, 99, 99, 99, 98, 98, 98, 97, 94, 93, 92, 90]","['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'suitcase', 'person']","[[506, 118, 553, 286], [447, 155, 480, 266], [189, 104, 256, 302], [379, 187, 420, 269], [567, 162, 596, 254], [246, 126, 282, 279], [329, 161, 363, 253], [109, 208, 184, 293], [267, 163, 284, 261], [575, 186, 600, 253], [130, 211, 152, 237], [525, 221, 556, 279], [494, 205, 511, 253]]"
3.973825454711914,"[100, 100, 100, 99, 99, 99, 99, 99, 97, 96, 94, 84]","['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'suitcase', 'person', 'person', 'person']","[[504, 119, 549, 284], [443, 155, 480, 267], [176, 106, 251, 304], [565, 162, 592, 254], [244, 129, 285, 278], [578, 187, 602, 255], [327, 163, 360, 246], [379, 189, 414, 266], [523, 227, 555, 279], [107, 204, 170, 290], [130, 211, 151, 237], [270, 164, 287, 245]]"
4.704083442687988,"[100, 100, 100, 100, 99, 99, 98, 98, 95, 94, 90]","['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person']","[[499, 119, 547, 289], [438, 156, 480, 266], [172, 100, 250, 301], [563, 161, 592, 254], [376, 188, 412, 263], [243, 127, 286, 285], [579, 186, 603, 253], [320, 161, 359, 256], [273, 163, 291, 218], [100, 209, 174, 293], [271, 161, 290, 261]]"
3.9171061515808105,"[100, 100, 100, 100, 100, 100, 98, 96, 95, 93, 88, 86]","['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'suitcase', 'person']","[[492, 118, 543, 289], [170, 103, 249, 299], [377, 188, 409, 265], [438, 157, 478, 266], [560, 161, 592, 255], [245, 126, 286, 282], [320, 162, 355, 224], [580, 185, 606, 254], [275, 163, 295, 264], [96, 220, 160, 294], [517, 231, 548, 281], [276, 163, 295, 214]]"
4.448182106018066,"[100, 100, 100, 100, 100, 99, 99, 96, 96, 96, 81]","['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person']","[[164, 101, 249, 301], [485, 120, 542, 290], [247, 131, 293, 282], [559, 160, 592, 255], [435, 157, 474, 267], [374, 187, 403, 267], [315, 160, 353, 239], [93, 221, 161, 294], [584, 189, 604, 254], [274, 161, 299, 269], [487, 205, 501, 255]]"
4.405226230621338,"[100, 100, 100, 100, 100, 100, 98, 97, 96, 95]","['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person']","[[160, 95, 247, 302], [371, 187, 402, 268], [247, 126, 300, 282], [474, 122, 540, 289], [557, 161, 591, 255], [427, 157, 480, 268], [311, 161, 350, 239], [583, 187, 608, 254], [279, 163, 304, 265], [86, 215, 157, 294]]"
3.6089513301849365,"[100, 100, 100, 100, 100, 100, 98, 98, 98, 95]","['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person']","[[152, 96, 246, 303], [248, 130, 304, 283], [426, 157, 480, 268], [473, 124, 539, 288], [367, 188, 403, 269], [556, 162, 588, 255], [584, 189, 607, 255], [309, 160, 348, 230], [81, 214, 164, 294], [283, 164, 303, 247]]"
4.0121870040893555,"[100, 100, 100, 100, 100, 100, 99, 93, 92, 91]","['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person']","[[148, 96, 244, 304], [465, 124, 539, 287], [248, 129, 308, 284], [425, 158, 479, 271], [366, 188, 399, 270], [554, 162, 588, 257], [584, 189, 607, 257], [78, 213, 158, 295], [305, 160, 346, 237], [282, 159, 313, 262]]"
3.434321165084839,"[100, 100, 100, 100, 100, 100, 98, 96, 95, 94]","['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person']","[[148, 94, 239, 305], [246, 130, 308, 282], [426, 158, 479, 271], [467, 125, 534, 289], [553, 161, 586, 257], [364, 189, 399, 270], [306, 161, 342, 234], [75, 215, 151, 293], [289, 166, 311, 249], [584, 189, 606, 257]]"
3.1362547874450684,"[100, 100, 100, 100, 100, 99, 99, 98, 97, 95, 82]","['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person']","[[247, 131, 309, 282], [146, 96, 232, 302], [424, 155, 475, 268], [553, 161, 582, 257], [467, 126, 529, 289], [359, 189, 398, 269], [582, 189, 609, 257], [71, 212, 144, 293], [291, 164, 314, 252], [306, 163, 342, 263], [510, 153, 536, 284]]"
3.1327459812164307,"[100, 100, 100, 100, 100, 100, 99, 99, 98, 92, 89]","['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person']","[[248, 131, 307, 282], [139, 95, 221, 299], [424, 155, 467, 269], [463, 126, 524, 287], [552, 161, 582, 257], [581, 188, 610, 258], [68, 213, 142, 295], [357, 190, 393, 270], [294, 166, 315, 246], [506, 144, 531, 274], [313, 164, 336, 238]]"
3.2409865856170654,"[100, 100, 100, 100, 100, 100, 100, 99, 95, 93, 83]","['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person']","[[249, 131, 308, 281], [552, 160, 581, 257], [426, 156, 466, 268], [136, 96, 217, 300], [467, 124, 520, 290], [585, 189, 610, 258], [64, 216, 131, 294], [344, 187, 391, 269], [494, 135, 530, 286], [296, 164, 324, 252], [300, 166, 347, 267]]"
5.481085300445557,"[100, 100, 100, 100, 100, 99, 99, 99, 96, 91, 86]","['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'backpack']","[[126, 96, 209, 303], [253, 131, 311, 281], [463, 124, 513, 289], [550, 161, 580, 257], [423, 156, 461, 269], [586, 187, 610, 257], [58, 217, 125, 294], [352, 188, 383, 269], [296, 162, 325, 250], [495, 140, 527, 275], [115, 227, 144, 273]]"
4.1052703857421875,"[100, 100, 100, 100, 100, 100, 100, 99, 95, 94, 85]","['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'backpack']","[[258, 130, 314, 279], [128, 96, 201, 301], [460, 124, 506, 287], [549, 161, 578, 256], [421, 155, 451, 268], [584, 188, 612, 258], [54, 214, 128, 293], [339, 187, 382, 267], [493, 149, 528, 281], [298, 162, 329, 258], [497, 166, 526, 215]]"
4.268415689468384,"[100, 100, 100, 100, 100, 100, 99, 99, 99, 98, 97, 80]","['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'backpack']","[[261, 128, 312, 278], [119, 92, 193, 304], [548, 161, 575, 256], [460, 124, 504, 288], [338, 187, 376, 270], [585, 188, 614, 258], [50, 211, 127, 295], [489, 143, 527, 279], [419, 155, 449, 266], [302, 163, 329, 255], [183, 189, 198, 226], [107, 230, 138, 274]]"
3.6216845512390137,"[100, 100, 100, 100, 100, 100, 99, 99, 98, 98, 96, 90]","['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'backpack']","[[114, 94, 186, 303], [545, 160, 574, 255], [454, 124, 503, 289], [266, 127, 314, 280], [585, 189, 617, 259], [328, 186, 371, 271], [46, 212, 124, 294], [489, 144, 527, 265], [183, 189, 198, 224], [417, 153, 446, 267], [305, 164, 334, 245], [102, 231, 134, 273]]"
3.965959072113037,"[100, 100, 100, 100, 100, 100, 99, 99, 99, 99, 98, 87]","['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'backpack']","[[110, 97, 181, 305], [544, 160, 573, 255], [265, 128, 315, 279], [585, 191, 617, 259], [413, 154, 445, 268], [448, 126, 499, 286], [42, 212, 114, 294], [336, 187, 369, 271], [182, 190, 198, 226], [308, 165, 335, 233], [488, 144, 526, 259], [98, 228, 130, 273]]"
4.131787538528442,"[100, 100, 100, 100, 100, 99, 99, 99, 99, 98, 98]","['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person']","[[99, 94, 180, 304], [543, 160, 572, 257], [266, 128, 317, 281], [586, 189, 618, 259], [441, 126, 495, 287], [411, 156, 445, 267], [336, 188, 369, 270], [37, 212, 116, 293], [182, 189, 197, 224], [310, 166, 339, 231], [483, 145, 523, 266]]"
3.3302574157714844,"[100, 100, 100, 100, 100, 100, 99, 99, 99, 96, 95, 84]","['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'backpack']","[[93, 95, 176, 302], [543, 161, 573, 255], [267, 127, 321, 283], [432, 127, 494, 287], [586, 189, 618, 259], [408, 156, 441, 267], [334, 188, 370, 270], [31, 210, 114, 295], [179, 190, 196, 231], [312, 167, 340, 232], [480, 143, 519, 253], [89, 229, 123, 275]]"
3.5655434131622314,"[100, 100, 100, 100, 100, 99, 99, 99, 97, 96, 94, 85]","['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person']","[[89, 96, 175, 303], [427, 128, 491, 288], [541, 160, 572, 255], [585, 189, 618, 259], [397, 157, 441, 271], [28, 211, 101, 294], [179, 189, 196, 227], [281, 129, 324, 281], [333, 187, 369, 268], [480, 143, 515, 259], [316, 167, 343, 229], [498, 181, 519, 256]]"
3.398484230041504,"[100, 100, 100, 100, 100, 100, 99, 99, 99, 98, 89]","['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'suitcase']","[[83, 98, 173, 306], [263, 132, 332, 283], [540, 161, 572, 255], [426, 126, 486, 288], [587, 189, 618, 259], [395, 157, 441, 268], [178, 189, 196, 226], [22, 210, 101, 294], [323, 167, 371, 271], [472, 143, 516, 261], [456, 233, 492, 285]]"
5.132580280303955,"[100, 100, 100, 100, 100, 99, 99, 99, 99, 98, 85, 82]","['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'handbag']","[[79, 101, 169, 303], [275, 131, 343, 281], [539, 161, 571, 257], [419, 126, 481, 291], [586, 189, 617, 259], [19, 211, 105, 296], [400, 158, 441, 267], [178, 189, 196, 229], [324, 166, 368, 271], [471, 141, 512, 276], [266, 155, 299, 275], [497, 186, 516, 214]]"
4.2898805141448975,"[100, 100, 100, 99, 99, 99, 99, 99, 98, 95, 93]","['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person']","[[77, 102, 172, 304], [538, 161, 570, 257], [587, 188, 617, 259], [279, 132, 346, 281], [415, 126, 477, 289], [178, 189, 196, 234], [464, 142, 503, 285], [396, 159, 436, 268], [324, 164, 360, 263], [270, 161, 295, 262], [17, 212, 94, 297]]"
3.4035730361938477,"[100, 100, 100, 100, 100, 99, 99, 99, 98, 96, 90]","['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person']","[[78, 103, 168, 302], [538, 161, 567, 257], [587, 188, 618, 259], [420, 124, 475, 288], [391, 160, 437, 269], [462, 140, 507, 284], [285, 138, 346, 281], [177, 189, 195, 234], [330, 163, 357, 264], [267, 162, 296, 254], [13, 210, 92, 294]]"
2.982304811477661,"[100, 100, 100, 100, 100, 99, 99, 99, 98, 97, 97, 83]","['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'backpack']","[[77, 102, 162, 305], [585, 188, 617, 260], [537, 160, 566, 258], [421, 124, 473, 290], [287, 136, 354, 281], [176, 190, 194, 234], [461, 142, 507, 284], [390, 159, 427, 268], [333, 163, 359, 257], [10, 211, 85, 293], [264, 161, 294, 261], [64, 230, 98, 273]]"
4.611332416534424,"[100, 100, 100, 100, 100, 99, 99, 99, 99, 98, 97]","['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person']","[[77, 107, 159, 302], [537, 160, 565, 258], [582, 188, 617, 260], [390, 158, 422, 268], [457, 142, 507, 282], [289, 136, 347, 281], [418, 124, 470, 283], [335, 164, 363, 269], [176, 190, 194, 229], [259, 163, 293, 258], [6, 213, 87, 294]]"
3.7044711112976074,"[100, 100, 100, 99, 99, 99, 99, 99, 98, 95, 93]","['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person']","[[72, 102, 149, 300], [537, 160, 564, 257], [579, 189, 617, 260], [290, 134, 349, 282], [389, 158, 420, 271], [337, 162, 371, 267], [453, 143, 508, 282], [418, 121, 465, 262], [177, 190, 193, 226], [256, 165, 287, 258], [3, 215, 81, 294]]"
5.576936960220337,"[100, 100, 100, 100, 99, 99, 99, 99, 98, 98, 93, 84]","['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person']","[[67, 104, 139, 300], [535, 160, 562, 256], [576, 188, 616, 260], [336, 162, 380, 271], [291, 135, 349, 281], [387, 157, 417, 269], [414, 123, 462, 290], [448, 143, 495, 282], [253, 164, 286, 263], [176, 190, 192, 223], [476, 163, 508, 259], [3, 214, 73, 294]]"
4.788222312927246,"[100, 100, 100, 100, 100, 100, 100, 99, 99, 97, 95, 90]","['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person']","[[66, 99, 132, 301], [533, 160, 561, 257], [573, 190, 615, 262], [293, 130, 350, 281], [383, 156, 416, 264], [413, 120, 457, 279], [336, 161, 383, 271], [446, 144, 493, 281], [250, 165, 285, 263], [477, 173, 507, 257], [176, 190, 192, 223], [0, 216, 64, 294]]"
4.40823221206665,"[100, 100, 100, 99, 99, 99, 99, 99, 99, 98, 96, 89, 88, 82]","['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'backpack', 'person']","[[532, 160, 560, 257], [61, 102, 129, 302], [571, 191, 613, 262], [409, 121, 454, 283], [298, 133, 352, 281], [382, 157, 410, 261], [443, 144, 490, 280], [344, 162, 384, 269], [175, 190, 192, 225], [475, 176, 506, 256], [249, 165, 281, 226], [298, 157, 327, 273], [479, 184, 504, 214], [1, 213, 69, 296]]"
3.6009225845336914,"[100, 100, 100, 99, 99, 99, 99, 99, 99, 98, 94, 94]","['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person']","[[529, 160, 559, 258], [56, 108, 123, 300], [572, 191, 613, 262], [380, 157, 408, 266], [405, 120, 451, 274], [306, 135, 354, 280], [176, 191, 191, 224], [440, 148, 490, 281], [349, 163, 378, 267], [472, 173, 506, 258], [245, 167, 283, 268], [129, 210, 153, 239]]"
3.6943283081054688,"[100, 100, 100, 99, 99, 99, 99, 99, 98, 98, 98, 96, 92, 87, 81]","['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person']","[[526, 160, 559, 259], [57, 104, 120, 304], [572, 192, 609, 261], [405, 118, 449, 284], [318, 132, 359, 281], [436, 144, 487, 282], [378, 158, 406, 263], [175, 190, 191, 223], [350, 162, 384, 268], [237, 167, 280, 272], [470, 173, 507, 258], [299, 177, 331, 279], [129, 211, 153, 240], [285, 189, 307, 257], [418, 129, 465, 284]]"
3.644681215286255,"[100, 100, 100, 99, 99, 99, 99, 99, 99, 98, 97, 97, 89]","['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person']","[[524, 161, 558, 258], [571, 189, 600, 260], [47, 104, 117, 303], [433, 142, 482, 284], [321, 132, 360, 279], [400, 123, 444, 289], [375, 159, 403, 270], [238, 161, 276, 272], [174, 191, 191, 224], [357, 164, 381, 267], [469, 174, 505, 256], [301, 165, 331, 276], [280, 189, 309, 267]]"
3.9424562454223633,"[100, 100, 100, 99, 99, 99, 99, 98, 98, 97, 97, 93, 93, 89, 85, 81]","['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'backpack']","[[519, 161, 558, 258], [27, 112, 116, 302], [569, 187, 596, 259], [398, 120, 444, 282], [366, 158, 401, 271], [233, 163, 272, 270], [173, 191, 189, 224], [311, 130, 362, 279], [467, 174, 502, 257], [279, 190, 308, 273], [432, 138, 475, 282], [130, 212, 152, 238], [301, 166, 338, 277], [290, 189, 312, 259], [439, 143, 468, 246], [473, 187, 499, 215]]"
2.927253007888794,"[100, 100, 100, 99, 99, 99, 99, 98, 97, 96, 95, 93, 93, 93, 81]","['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person']","[[38, 106, 117, 301], [516, 161, 557, 258], [566, 189, 594, 260], [365, 157, 399, 270], [465, 174, 500, 259], [391, 123, 442, 291], [432, 141, 469, 277], [172, 192, 189, 224], [315, 134, 363, 278], [233, 163, 270, 267], [296, 161, 347, 277], [130, 212, 152, 238], [288, 190, 316, 263], [266, 194, 305, 273], [413, 133, 460, 287]]"
2.839909315109253,"[100, 100, 100, 100, 99, 99, 99, 98, 98, 96, 95, 95, 91]","['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person']","[[31, 107, 119, 303], [517, 161, 557, 259], [562, 191, 591, 259], [386, 120, 441, 287], [464, 174, 496, 259], [431, 140, 464, 279], [365, 158, 397, 269], [330, 128, 371, 276], [229, 162, 264, 263], [173, 192, 189, 223], [271, 188, 310, 270], [303, 152, 354, 278], [130, 212, 153, 239]]"
